Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
CrawlerDynamicLearning,6.461,65756.677,44.591,20306,391.760
CrawlerDynamicLearning,6.504,65804.122,39.361,20791,269.602
CrawlerDynamicLearning,6.520,65861.425,48.703,21170,506.922
CrawlerDynamicLearning,6.485,65909.362,39.939,20577,341.307
CrawlerDynamicLearning,6.493,65965.782,47.833,20683,270.512
CrawlerDynamicLearning,6.492,66010.122,36.325,21128,336.601
CrawlerDynamicLearning,6.495,66064.671,46.071,20885,345.116
CrawlerDynamicLearning,6.498,66115.883,42.875,20768,340.658
CrawlerDynamicLearning,6.530,66165.866,41.632,20675,464.589
CrawlerDynamicLearning,6.514,66219.667,45.324,20403,392.996
CrawlerDynamicLearning,6.481,66270.401,42.489,20554,462.999
CrawlerDynamicLearning,6.482,66323.187,44.386,20378,626.726
CrawlerDynamicLearning,6.523,66375.075,43.589,21120,376.045
CrawlerDynamicLearning,6.475,66425.425,42.152,20752,360.409
CrawlerDynamicLearning,6.467,66476.532,42.809,20389,378.867
CrawlerDynamicLearning,6.487,66530.846,45.885,20712,441.351
CrawlerDynamicLearning,6.504,66582.260,43.054,20953,538.239
CrawlerDynamicLearning,6.496,66633.078,42.585,20249,391.529
CrawlerDynamicLearning,6.515,66685.278,43.841,20738,412.625
CrawlerDynamicLearning,6.508,66735.123,41.577,20680,435.313
CrawlerDynamicLearning,6.513,66788.155,44.602,20579,546.356
CrawlerDynamicLearning,6.489,66837.760,41.372,20585,354.928
CrawlerDynamicLearning,6.516,66891.269,45.139,20843,424.866
CrawlerDynamicLearning,6.510,66945.434,45.687,20750,546.499
CrawlerDynamicLearning,6.509,66993.308,39.636,20923,475.337
CrawlerDynamicLearning,6.515,67050.590,48.658,20733,400.228
CrawlerDynamicLearning,6.522,67100.787,42.030,20626,544.327
CrawlerDynamicLearning,6.519,67151.472,42.438,20664,477.274
CrawlerDynamicLearning,6.458,67203.421,43.653,20445,421.688
CrawlerDynamicLearning,6.509,67254.230,42.589,20742,408.599
CrawlerDynamicLearning,6.500,67309.937,47.184,20853,412.437
CrawlerDynamicLearning,6.510,67356.960,38.834,20579,508.064
CrawlerDynamicLearning,6.495,67410.732,45.288,21227,237.448
CrawlerDynamicLearning,6.511,67467.971,48.659,20647,304.816
CrawlerDynamicLearning,6.508,67515.305,39.148,20362,582.022
CrawlerDynamicLearning,6.516,67565.409,41.761,21009,378.591
CrawlerDynamicLearning,6.538,67623.596,49.546,20830,311.245
CrawlerDynamicLearning,6.503,67675.100,43.137,20549,353.545
CrawlerDynamicLearning,6.499,67718.605,35.514,20373,513.519
CrawlerDynamicLearning,6.527,67776.214,48.976,21183,630.502
CrawlerDynamicLearning,6.497,67831.507,46.763,21126,356.460
CrawlerDynamicLearning,6.515,67886.688,46.680,21065,285.740
CrawlerDynamicLearning,6.514,67934.081,39.184,20557,475.348
CrawlerDynamicLearning,6.494,67986.494,44.032,20468,374.295
CrawlerDynamicLearning,6.513,68035.452,40.715,20990,325.079
CrawlerDynamicLearning,6.527,68092.240,48.202,21117,338.931
CrawlerDynamicLearning,6.478,68142.645,42.077,20684,294.874
CrawlerDynamicLearning,6.496,68194.039,42.784,20752,517.395
CrawlerDynamicLearning,6.553,68244.346,41.972,20482,327.191
CrawlerDynamicLearning,6.527,68297.218,44.418,20651,355.227
CrawlerDynamicLearning,6.554,68348.675,43.162,21011,696.906
CrawlerDynamicLearning,6.499,68405.685,48.421,20574,325.635
CrawlerDynamicLearning,6.506,68452.414,38.601,20259,503.027
CrawlerDynamicLearning,6.497,68507.047,46.241,21110,217.848
CrawlerDynamicLearning,6.509,68560.380,44.934,20906,385.063
CrawlerDynamicLearning,6.496,68606.716,38.257,20289,366.757
CrawlerDynamicLearning,6.510,68659.907,44.777,21876,425.287
CrawlerDynamicLearning,6.503,68714.806,46.414,20493,510.470
CrawlerDynamicLearning,6.517,68771.076,47.723,21053,305.621
CrawlerDynamicLearning,6.501,68817.235,38.043,20347,257.274
CrawlerDynamicLearning,6.488,68870.569,44.947,20326,459.935
CrawlerDynamicLearning,6.518,68923.751,44.731,20817,161.134
CrawlerDynamicLearning,6.504,68974.039,42.082,21114,511.450
CrawlerDynamicLearning,6.504,69030.745,48.126,20828,504.484
CrawlerDynamicLearning,6.465,69083.177,44.297,20500,419.348
CrawlerDynamicLearning,6.507,69130.145,38.799,21058,514.895
CrawlerDynamicLearning,6.512,69184.373,45.816,21060,443.414
CrawlerDynamicLearning,6.525,69241.442,48.556,20912,417.879
CrawlerDynamicLearning,6.514,69289.354,39.683,21125,418.353
CrawlerDynamicLearning,6.518,69339.558,41.885,20631,629.148
CrawlerDynamicLearning,6.529,69392.724,44.721,20507,494.402
CrawlerDynamicLearning,6.499,69445.030,43.921,20839,441.541
CrawlerDynamicLearning,6.541,69493.196,39.942,20398,390.225
CrawlerDynamicLearning,6.493,69550.409,48.637,21096,569.315
CrawlerDynamicLearning,6.543,69604.773,45.885,20530,643.666
CrawlerDynamicLearning,6.526,69652.655,39.656,20664,434.868
CrawlerDynamicLearning,6.515,69703.754,42.394,20566,429.012
CrawlerDynamicLearning,6.507,69761.141,48.734,20721,345.089
CrawlerDynamicLearning,6.486,69810.268,40.919,20908,258.469
CrawlerDynamicLearning,6.544,69861.827,43.146,21108,350.407
CrawlerDynamicLearning,6.530,69916.956,46.547,20366,323.957
CrawlerDynamicLearning,6.513,69966.117,40.929,20644,266.096
CrawlerDynamicLearning,6.516,70013.154,38.858,20437,382.370
CrawlerDynamicLearning,6.493,70070.403,48.659,20714,314.287
CrawlerDynamicLearning,6.504,70123.574,44.729,21106,335.425
CrawlerDynamicLearning,6.503,70168.511,36.877,20312,451.370
CrawlerDynamicLearning,6.507,70224.360,47.441,20438,269.638
CrawlerDynamicLearning,6.488,70274.981,42.465,21074,386.352
CrawlerDynamicLearning,6.505,70329.836,46.472,20554,378.568
CrawlerDynamicLearning,6.506,70380.123,41.964,21031,309.118
CrawlerDynamicLearning,6.461,70431.556,43.222,20244,622.329
CrawlerDynamicLearning,6.482,70484.342,44.407,20534,213.786
CrawlerDynamicLearning,6.547,70538.752,45.890,21227,423.553
CrawlerDynamicLearning,6.476,70585.356,38.543,20264,496.225
CrawlerDynamicLearning,6.493,70639.664,45.864,20393,325.265
CrawlerDynamicLearning,6.483,70690.106,42.188,20301,471.230
CrawlerDynamicLearning,6.504,70741.840,43.350,20338,234.048
CrawlerDynamicLearning,6.528,70791.834,41.802,21073,554.300
CrawlerDynamicLearning,6.523,70843.367,43.175,20826,386.271
CrawlerDynamicLearning,6.535,70890.611,39.049,20999,380.352
CrawlerDynamicLearning,6.517,70949.174,49.842,20637,410.484
CrawlerDynamicLearning,6.508,70991.154,33.998,20363,638.203
CrawlerDynamicLearning,6.507,71046.346,46.695,21005,306.135
CrawlerDynamicLearning,6.471,71101.837,46.988,20585,609.287
CrawlerDynamicLearning,6.494,71151.088,41.106,20738,469.664
CrawlerDynamicLearning,6.470,71195.008,35.638,20802,296.692
CrawlerDynamicLearning,6.518,71253.446,49.822,21234,182.617
CrawlerDynamicLearning,6.552,71300.936,39.289,21024,362.207
CrawlerDynamicLearning,6.450,71354.342,45.022,20593,369.555
CrawlerDynamicLearning,6.532,71403.977,41.291,20945,309.389
CrawlerDynamicLearning,6.504,71457.943,45.510,20896,395.378
CrawlerDynamicLearning,6.494,71509.074,42.948,20700,255.969
CrawlerDynamicLearning,6.517,71560.931,43.514,20341,500.494
CrawlerDynamicLearning,6.449,71611.984,42.746,20364,495.469
CrawlerDynamicLearning,6.466,71662.992,42.753,21064,570.430
CrawlerDynamicLearning,6.500,71712.420,41.153,20313,450.155
CrawlerDynamicLearning,6.501,71753.676,33.280,21050,467.446
CrawlerDynamicLearning,6.552,71810.916,48.581,20985,447.900
CrawlerDynamicLearning,6.515,71865.888,46.464,20739,556.604
CrawlerDynamicLearning,6.522,71915.377,41.275,20961,560.704
CrawlerDynamicLearning,6.512,71966.346,42.629,21091,593.859
CrawlerDynamicLearning,6.484,72022.391,47.536,20681,369.687
CrawlerDynamicLearning,6.513,72072.829,42.114,20388,505.533
CrawlerDynamicLearning,6.520,72122.973,41.834,20759,532.674
CrawlerDynamicLearning,6.511,72174.023,42.706,20294,460.250
CrawlerDynamicLearning,6.566,72227.978,45.462,20830,440.987
CrawlerDynamicLearning,6.515,72277.449,41.236,20620,495.866
CrawlerDynamicLearning,6.506,72329.559,43.718,20514,482.570
CrawlerDynamicLearning,6.555,72382.078,44.220,21216,400.881
CrawlerDynamicLearning,6.527,72438.683,48.016,20271,460.951
CrawlerDynamicLearning,6.563,72480.962,34.530,20445,444.110
CrawlerDynamicLearning,6.520,72537.483,47.981,21185,428.006
CrawlerDynamicLearning,6.505,72587.997,42.207,20553,252.861
CrawlerDynamicLearning,6.466,72644.232,47.868,21037,251.211
CrawlerDynamicLearning,6.521,72692.942,40.139,21067,373.038
CrawlerDynamicLearning,6.496,72744.768,43.493,20350,514.054
CrawlerDynamicLearning,6.481,72798.403,45.216,20629,535.573
CrawlerDynamicLearning,6.526,72854.601,47.603,20251,585.410
CrawlerDynamicLearning,6.495,72902.204,39.447,20479,587.012
CrawlerDynamicLearning,6.515,72951.850,41.431,20467,508.440
CrawlerDynamicLearning,6.505,73006.649,46.287,20380,396.078
CrawlerDynamicLearning,6.496,73062.337,47.150,21006,687.813
CrawlerDynamicLearning,6.513,73103.242,33.204,20652,650.257
CrawlerDynamicLearning,6.506,73160.368,48.527,20760,603.003
CrawlerDynamicLearning,6.500,73214.335,45.582,20893,296.838
CrawlerDynamicLearning,6.530,73267.466,44.744,20796,300.735
CrawlerDynamicLearning,6.518,73317.663,41.847,20694,573.128
CrawlerDynamicLearning,6.535,73370.787,44.766,21240,595.640
CrawlerDynamicLearning,6.526,73425.152,45.856,20992,452.756
CrawlerDynamicLearning,6.542,73479.745,46.092,21125,431.106
CrawlerDynamicLearning,6.507,73528.868,40.867,21015,542.782
CrawlerDynamicLearning,6.519,73581.025,43.921,20580,502.126
CrawlerDynamicLearning,6.506,73633.352,44.038,20371,599.065
CrawlerDynamicLearning,6.532,73683.493,41.872,21073,580.336
CrawlerDynamicLearning,6.487,73738.661,46.751,20534,483.935
CrawlerDynamicLearning,6.518,73788.586,41.611,20751,227.574
CrawlerDynamicLearning,6.553,73844.123,47.090,20843,563.169
CrawlerDynamicLearning,6.487,73898.876,46.336,20379,357.248
CrawlerDynamicLearning,6.474,73944.046,37.085,20980,597.193
CrawlerDynamicLearning,6.533,74000.666,48.079,21072,415.703
CrawlerDynamicLearning,6.537,74051.274,42.268,21028,419.575
CrawlerDynamicLearning,6.512,74100.106,40.687,20436,558.557
CrawlerDynamicLearning,6.525,74153.588,45.035,20695,461.653
CrawlerDynamicLearning,6.513,74204.501,42.258,20720,349.550
CrawlerDynamicLearning,6.550,74259.739,46.739,20383,444.739
CrawlerDynamicLearning,6.486,74304.857,37.039,20388,454.161
CrawlerDynamicLearning,6.517,74358.818,45.493,20324,301.375
CrawlerDynamicLearning,6.519,74411.922,44.648,20715,347.991
CrawlerDynamicLearning,6.491,74463.311,43.159,20465,322.136
CrawlerDynamicLearning,6.514,74513.715,42.090,20915,597.371
CrawlerDynamicLearning,6.517,74565.904,43.888,20570,405.989
CrawlerDynamicLearning,6.500,74617.615,43.379,20910,360.519
CrawlerDynamicLearning,6.523,74669.288,43.299,21133,385.539
CrawlerDynamicLearning,6.511,74723.995,46.264,20243,406.683
CrawlerDynamicLearning,6.510,74774.629,42.323,20848,392.707
CrawlerDynamicLearning,6.499,74820.970,38.214,20398,342.853
CrawlerDynamicLearning,6.543,74876.051,46.560,20485,437.656
CrawlerDynamicLearning,6.507,74929.098,44.783,20497,622.090
CrawlerDynamicLearning,6.534,74983.268,45.706,20669,388.296
CrawlerDynamicLearning,6.513,75027.275,35.952,20316,392.914
CrawlerDynamicLearning,6.524,75076.781,41.207,20723,414.866
CrawlerDynamicLearning,6.498,75128.841,43.689,20713,295.251
CrawlerDynamicLearning,6.512,75181.560,44.398,21061,641.491
CrawlerDynamicLearning,6.529,75226.587,36.910,21173,562.107
CrawlerDynamicLearning,6.497,75277.922,43.000,20583,334.202
CrawlerDynamicLearning,6.559,75329.839,43.482,20931,229.659
CrawlerDynamicLearning,6.488,75379.940,41.801,20619,408.041
CrawlerDynamicLearning,6.544,75433.816,45.426,21241,309.070
CrawlerDynamicLearning,6.514,75482.880,40.787,20649,115.809
CrawlerDynamicLearning,6.489,75536.843,45.596,21223,477.707
CrawlerDynamicLearning,6.513,75588.028,42.828,20658,355.805
CrawlerDynamicLearning,6.566,75640.901,44.451,20587,442.826
CrawlerDynamicLearning,6.516,75692.434,42.915,20623,410.228
CrawlerDynamicLearning,6.507,75746.092,45.198,20784,441.057
CrawlerDynamicLearning,6.547,75793.182,38.876,20241,412.171
CrawlerDynamicLearning,6.517,75848.230,46.518,20426,412.009
CrawlerDynamicLearning,6.490,75902.240,45.627,20982,403.416
CrawlerDynamicLearning,6.512,75953.539,42.960,20362,370.146
CrawlerDynamicLearning,6.512,76005.039,43.124,21091,283.675
CrawlerDynamicLearning,6.524,76055.186,41.812,20367,343.722
CrawlerDynamicLearning,6.538,76111.356,47.629,20984,446.558
CrawlerDynamicLearning,6.527,76157.505,38.009,20648,241.861
CrawlerDynamicLearning,6.566,76210.585,44.586,20957,335.606
CrawlerDynamicLearning,6.500,76264.057,45.036,20579,284.179
CrawlerDynamicLearning,6.483,76320.062,47.536,20799,340.072
CrawlerDynamicLearning,6.543,76366.506,38.245,20880,229.791
CrawlerDynamicLearning,6.534,76422.277,47.315,20508,404.895
CrawlerDynamicLearning,6.464,76471.592,41.075,20745,337.906
CrawlerDynamicLearning,6.508,76523.269,43.331,20624,529.809
CrawlerDynamicLearning,6.490,76575.880,44.210,20430,392.954
CrawlerDynamicLearning,6.528,76630.785,46.681,20848,376.132
CrawlerDynamicLearning,6.502,76676.015,37.109,20382,560.660
CrawlerDynamicLearning,6.520,76727.984,43.568,20482,347.855
CrawlerDynamicLearning,6.524,76782.639,46.166,21205,313.526
CrawlerDynamicLearning,6.495,76832.678,41.741,20346,434.216
CrawlerDynamicLearning,6.550,76886.534,45.360,21187,234.358
CrawlerDynamicLearning,6.506,76941.827,46.736,21066,344.108
CrawlerDynamicLearning,6.518,76992.904,42.796,20983,479.944
CrawlerDynamicLearning,6.509,77043.583,42.436,20425,211.703
CrawlerDynamicLearning,6.501,77094.301,42.415,21007,271.077
CrawlerDynamicLearning,6.481,77149.526,46.804,20729,358.873
CrawlerDynamicLearning,6.498,77198.549,40.416,20303,328.291
CrawlerDynamicLearning,6.477,77253.732,46.721,21233,272.718
CrawlerDynamicLearning,6.502,77305.428,43.334,20426,375.551
CrawlerDynamicLearning,6.534,77358.755,44.879,20939,247.480
CrawlerDynamicLearning,6.495,77406.226,39.268,20541,398.951
CrawlerDynamicLearning,6.497,77459.954,45.308,20698,344.960
CrawlerDynamicLearning,6.490,77513.299,44.931,20270,471.613
CrawlerDynamicLearning,6.581,77558.893,37.368,20409,519.052
CrawlerDynamicLearning,6.482,77610.752,43.574,20251,325.252
CrawlerDynamicLearning,6.471,77662.405,43.314,20261,351.119
CrawlerDynamicLearning,6.469,77715.594,44.797,20509,293.459
CrawlerDynamicLearning,6.496,77770.464,46.473,20807,411.330
CrawlerDynamicLearning,6.532,77817.763,39.104,20303,409.283
CrawlerDynamicLearning,6.488,77866.685,40.779,20704,417.718
CrawlerDynamicLearning,6.517,77920.811,45.638,20298,176.232
CrawlerDynamicLearning,6.493,77974.555,45.305,20944,317.822
CrawlerDynamicLearning,6.514,78028.291,45.295,20882,199.446
CrawlerDynamicLearning,6.490,78071.813,35.575,20371,339.710
CrawlerDynamicLearning,6.525,78130.299,49.987,21073,292.230
CrawlerDynamicLearning,6.493,78182.013,43.392,20368,396.022
CrawlerDynamicLearning,6.520,78232.108,41.820,20397,324.052
CrawlerDynamicLearning,6.506,78284.925,44.406,21107,517.258
CrawlerDynamicLearning,6.521,78342.443,48.881,20871,375.742
CrawlerDynamicLearning,6.498,78388.139,37.583,21240,380.439
CrawlerDynamicLearning,6.494,78441.885,45.423,20707,265.654
CrawlerDynamicLearning,6.542,78494.710,44.360,21098,326.821
CrawlerDynamicLearning,6.495,78542.820,39.897,20488,249.466
CrawlerDynamicLearning,6.506,78597.755,46.451,20899,487.899
CrawlerDynamicLearning,6.515,78644.924,38.971,20449,395.065
CrawlerDynamicLearning,6.562,78696.253,42.590,21227,405.968
CrawlerDynamicLearning,6.526,78749.518,44.867,20926,284.828
CrawlerDynamicLearning,6.506,78800.363,42.573,20816,374.596
CrawlerDynamicLearning,6.515,78855.556,46.718,20861,437.721
CrawlerDynamicLearning,6.514,78907.008,43.100,20651,232.021
CrawlerDynamicLearning,6.527,78958.345,42.976,21009,365.804
CrawlerDynamicLearning,6.494,79013.560,46.721,20321,464.102
CrawlerDynamicLearning,6.548,79062.926,41.067,21224,336.606
CrawlerDynamicLearning,6.485,79110.822,39.694,20374,364.745
CrawlerDynamicLearning,6.514,79164.903,45.615,20652,444.239
CrawlerDynamicLearning,6.553,79211.080,38.097,20883,496.065
CrawlerDynamicLearning,6.540,79268.088,48.404,20778,392.024
CrawlerDynamicLearning,6.515,79313.308,37.100,20568,265.055
CrawlerDynamicLearning,6.548,79369.660,47.752,20665,335.050
CrawlerDynamicLearning,6.510,79419.759,41.764,20356,272.536
CrawlerDynamicLearning,6.528,79469.049,41.043,20697,201.315
CrawlerDynamicLearning,6.542,79524.173,46.554,20731,508.175
CrawlerDynamicLearning,6.522,79572.763,40.534,20819,441.860
CrawlerDynamicLearning,6.466,79627.939,46.732,20343,286.177
CrawlerDynamicLearning,6.471,79675.651,39.621,20343,338.252
CrawlerDynamicLearning,6.494,79726.986,43.002,20311,427.367
CrawlerDynamicLearning,6.463,79780.919,45.568,20644,336.308
CrawlerDynamicLearning,6.512,79832.379,43.085,20668,397.893
CrawlerDynamicLearning,6.528,79883.305,42.538,20909,204.050
CrawlerDynamicLearning,6.536,79932.293,40.842,20690,418.888
CrawlerDynamicLearning,6.533,79987.771,46.912,20243,493.687
CrawlerDynamicLearning,6.535,80040.127,43.968,20697,394.952
CrawlerDynamicLearning,6.511,80092.833,44.300,20273,373.191
CrawlerDynamicLearning,6.545,80139.437,38.451,20918,490.685
CrawlerDynamicLearning,6.501,80192.550,44.404,21057,343.148
CrawlerDynamicLearning,6.497,80247.420,46.367,20269,452.598
CrawlerDynamicLearning,6.468,80297.534,41.909,20261,433.869
CrawlerDynamicLearning,6.506,80348.454,42.603,21135,392.657
CrawlerDynamicLearning,6.498,80400.254,43.495,20661,460.771
CrawlerDynamicLearning,6.494,80455.027,46.315,20644,297.689
CrawlerDynamicLearning,6.516,80506.714,43.449,20626,426.675
CrawlerDynamicLearning,6.514,80553.814,39.035,20545,314.122
CrawlerDynamicLearning,6.520,80604.976,42.817,20942,328.999
CrawlerDynamicLearning,6.567,80659.429,45.930,20956,379.280
CrawlerDynamicLearning,6.506,80714.478,46.559,20461,260.752
CrawlerDynamicLearning,6.516,80766.023,43.198,21200,458.765
CrawlerDynamicLearning,6.533,80811.569,37.414,20380,399.616
CrawlerDynamicLearning,6.477,80869.742,49.550,20933,517.303
CrawlerDynamicLearning,6.519,80920.582,42.561,20801,171.082
CrawlerDynamicLearning,6.447,80972.721,43.811,20613,481.361
CrawlerDynamicLearning,6.503,81025.544,44.579,20955,290.859
CrawlerDynamicLearning,6.468,81075.028,41.264,20956,290.409
CrawlerDynamicLearning,6.473,81129.030,45.571,20276,384.957
CrawlerDynamicLearning,6.507,81177.343,40.138,20660,579.829
CrawlerDynamicLearning,6.484,81228.454,42.899,21168,170.385
CrawlerDynamicLearning,6.445,81285.075,48.093,20398,485.493
CrawlerDynamicLearning,6.489,81339.072,45.557,20900,390.204
CrawlerDynamicLearning,6.571,81387.918,40.625,21174,345.970
CrawlerDynamicLearning,6.535,81439.477,43.136,21328,454.292
CrawlerDynamicLearning,6.474,81495.489,47.514,21146,360.385
CrawlerDynamicLearning,6.496,81544.040,40.329,20713,224.259
CrawlerDynamicLearning,6.539,81598.899,46.328,20759,573.830
CrawlerDynamicLearning,6.493,81649.520,42.383,20352,409.808
CrawlerDynamicLearning,6.519,81704.503,46.141,20701,338.555
CrawlerDynamicLearning,6.504,81751.414,38.743,20957,594.742
CrawlerDynamicLearning,6.526,81805.465,45.619,21027,383.789
CrawlerDynamicLearning,6.477,81858.935,45.143,20498,396.097
CrawlerDynamicLearning,6.522,81907.056,39.911,20877,317.234
CrawlerDynamicLearning,6.514,81958.810,43.342,20655,512.809
CrawlerDynamicLearning,6.508,82007.626,40.510,20529,427.141
CrawlerDynamicLearning,6.519,82063.583,47.412,21052,440.175
CrawlerDynamicLearning,6.489,82113.895,42.196,20933,375.135
CrawlerDynamicLearning,6.465,82168.855,46.492,20412,481.202
CrawlerDynamicLearning,6.476,82215.892,38.904,20397,486.230
CrawlerDynamicLearning,6.464,82257.432,33.668,20535,364.581
CrawlerDynamicLearning,6.504,82311.186,45.312,20711,485.358
CrawlerDynamicLearning,6.497,82365.359,45.859,21130,659.343
CrawlerDynamicLearning,6.484,82414.060,40.464,20681,232.690
CrawlerDynamicLearning,6.467,82470.003,47.475,20746,296.355
CrawlerDynamicLearning,6.537,82523.361,44.871,21214,441.465
CrawlerDynamicLearning,6.498,82570.851,39.293,20796,309.721
CrawlerDynamicLearning,6.514,82624.520,45.204,21114,533.966
CrawlerDynamicLearning,6.485,82677.074,44.156,20352,323.986
CrawlerDynamicLearning,6.567,82725.938,40.620,20682,497.356
CrawlerDynamicLearning,6.528,82781.205,46.754,21189,430.484
CrawlerDynamicLearning,6.502,82836.165,46.571,20992,387.026
CrawlerDynamicLearning,6.504,82884.850,40.437,20820,495.821
CrawlerDynamicLearning,6.482,82937.642,44.421,20788,336.369
CrawlerDynamicLearning,6.524,82987.795,41.894,20857,450.235
CrawlerDynamicLearning,6.510,83040.401,44.225,20453,366.118
CrawlerDynamicLearning,6.481,83092.405,43.634,20411,346.187
CrawlerDynamicLearning,6.532,83148.338,47.423,21072,597.192
CrawlerDynamicLearning,6.467,83195.279,38.640,21045,584.790
CrawlerDynamicLearning,6.553,83249.441,45.761,21052,499.975
CrawlerDynamicLearning,6.463,83299.424,41.722,20280,374.271
CrawlerDynamicLearning,6.549,83352.483,44.614,21227,491.325
CrawlerDynamicLearning,6.501,83410.647,49.582,20915,274.626
CrawlerDynamicLearning,6.491,83455.651,37.043,20835,608.280
CrawlerDynamicLearning,6.492,83509.674,45.579,20600,360.752
CrawlerDynamicLearning,6.542,83561.956,43.843,20581,426.520
CrawlerDynamicLearning,6.493,83617.086,46.778,21043,387.025
CrawlerDynamicLearning,6.504,83665.816,40.449,20467,541.283
CrawlerDynamicLearning,6.531,83716.065,41.912,20935,330.866
CrawlerDynamicLearning,6.553,83771.240,46.655,20862,547.270
CrawlerDynamicLearning,6.486,83823.246,43.614,21211,441.219
CrawlerDynamicLearning,6.481,83876.010,44.444,20444,568.035
CrawlerDynamicLearning,6.493,83925.143,40.868,20615,222.497
CrawlerDynamicLearning,6.488,83976.778,43.341,20683,309.882
CrawlerDynamicLearning,6.515,84031.968,46.680,21006,231.137
CrawlerDynamicLearning,6.477,84083.491,43.205,20386,481.063
CrawlerDynamicLearning,6.512,84131.039,39.360,20884,281.414
CrawlerDynamicLearning,6.491,84187.892,48.335,20984,549.163
CrawlerDynamicLearning,6.465,84240.247,44.018,20482,355.648
CrawlerDynamicLearning,6.513,84286.941,38.529,20770,382.054
CrawlerDynamicLearning,6.514,84337.051,41.835,20909,319.221
CrawlerDynamicLearning,6.495,84388.298,42.905,21133,537.529
CrawlerDynamicLearning,6.488,84440.290,43.715,20264,560.000
CrawlerDynamicLearning,6.519,84494.930,46.209,20770,425.740
CrawlerDynamicLearning,6.504,84546.850,43.635,21076,443.665
CrawlerDynamicLearning,6.500,84597.568,42.370,20710,582.170
CrawlerDynamicLearning,6.519,84650.212,44.229,20256,453.257
CrawlerDynamicLearning,6.523,84702.855,43.855,21007,383.487
CrawlerDynamicLearning,6.549,84754.164,42.919,20473,513.501
CrawlerDynamicLearning,6.536,84801.820,39.443,20989,358.757
CrawlerDynamicLearning,6.492,84858.613,48.323,20783,234.567
CrawlerDynamicLearning,6.497,84907.148,40.442,20654,178.886
CrawlerDynamicLearning,6.506,84961.139,45.562,20455,628.407
CrawlerDynamicLearning,6.503,85010.981,41.568,20656,367.586
CrawlerDynamicLearning,6.496,85064.463,45.158,20702,389.161
CrawlerDynamicLearning,6.589,85114.043,41.215,20563,347.093
CrawlerDynamicLearning,6.525,85171.973,49.306,21239,448.715
CrawlerDynamicLearning,6.510,85226.809,46.318,20758,240.295
CrawlerDynamicLearning,6.515,85276.388,41.299,20384,406.391
CrawlerDynamicLearning,6.493,85319.106,34.772,20517,399.906
CrawlerDynamicLearning,6.508,85374.234,46.620,20757,260.802
CrawlerDynamicLearning,6.542,85427.678,44.987,21220,300.185
CrawlerDynamicLearning,6.525,85479.427,43.363,20254,293.857
CrawlerDynamicLearning,6.486,85534.053,46.136,20418,435.773
CrawlerDynamicLearning,6.454,85578.953,36.888,20279,476.269
CrawlerDynamicLearning,6.494,85633.582,46.140,21176,386.644
CrawlerDynamicLearning,6.447,85685.795,43.911,20471,305.509
CrawlerDynamicLearning,6.485,85736.098,42.019,20848,542.377
CrawlerDynamicLearning,6.505,85785.811,41.460,20675,393.308
CrawlerDynamicLearning,6.561,85841.270,46.952,20945,274.590
CrawlerDynamicLearning,6.522,85886.900,37.588,20522,491.619
CrawlerDynamicLearning,6.506,85940.802,45.592,20375,275.373
CrawlerDynamicLearning,6.494,85995.283,46.037,20844,358.204
CrawlerDynamicLearning,6.547,86041.456,38.053,21006,710.572
CrawlerDynamicLearning,6.436,86093.509,43.762,20292,375.597
CrawlerDynamicLearning,6.531,86145.641,43.812,20834,286.533
CrawlerDynamicLearning,6.502,86196.553,42.173,20730,407.382
CrawlerDynamicLearning,6.557,86246.981,42.050,20301,520.455
CrawlerDynamicLearning,6.501,86298.303,42.985,20324,403.409
CrawlerDynamicLearning,6.498,86354.139,47.281,20521,349.742
CrawlerDynamicLearning,6.490,86399.148,36.928,20502,300.532
CrawlerDynamicLearning,6.542,86451.836,44.224,20912,396.827
CrawlerDynamicLearning,6.507,86506.671,46.721,21006,692.742
CrawlerDynamicLearning,6.547,86562.328,47.110,20888,431.900
CrawlerDynamicLearning,6.505,86607.041,36.663,20474,548.603
CrawlerDynamicLearning,6.522,86660.358,44.972,20286,547.596
CrawlerDynamicLearning,6.512,86716.007,47.146,20766,371.702
CrawlerDynamicLearning,6.477,86766.224,41.949,20498,415.471
CrawlerDynamicLearning,6.484,86816.127,41.624,20831,270.979
CrawlerDynamicLearning,6.490,86866.622,42.234,20743,492.573
CrawlerDynamicLearning,6.488,86919.827,44.802,20534,298.977
CrawlerDynamicLearning,6.505,86969.243,41.139,20393,351.466
CrawlerDynamicLearning,6.545,87024.649,46.911,20401,366.745
CrawlerDynamicLearning,6.515,87074.032,41.126,20906,376.646
CrawlerDynamicLearning,6.472,87123.613,41.318,20422,404.831
CrawlerDynamicLearning,6.491,87180.501,48.308,20909,321.281
CrawlerDynamicLearning,6.494,87232.052,43.242,20658,539.685
CrawlerDynamicLearning,6.502,87282.199,41.904,20552,435.689
CrawlerDynamicLearning,6.518,87336.275,45.572,20772,254.322
CrawlerDynamicLearning,6.514,87385.005,40.528,20826,330.915
CrawlerDynamicLearning,6.490,87436.685,43.340,20563,313.783
CrawlerDynamicLearning,6.489,87488.845,43.819,20877,188.712
CrawlerDynamicLearning,6.475,87541.039,43.814,20570,570.504
